,id,created_at,text
149,803176886398390272,2016-11-28 10:01:06,Visual Studio Tools for Unity 3 プレビューをリリース https://goo.gl/fb/23Kap1  #uncategorized #visualstudiotoolsforunity #vstu
150,805745773891690496,2016-12-05 12:08:57,_bitova_  Универчик  #VSTU @ВолгГТУ https://www.instagram.com/p/BNoonkmjDwk/ 
151,808983752114204672,2016-12-14 10:35:31,"fuckin update!! We lost time !! ""Project Generation:   Removed the CSharp suffix from the project names. https://docs.microsoft.com/en-us/visualstudio/cross-platform/change-log-visual-studio-tools-for-unity … #VSTU"
152,817732695421841409,2017-01-07 14:00:41,"-30°, а мы гуляем
#winter #Vitebsk #VSTU @ Vitebsk Devlet Teknoloji Üniversitesi https://www.instagram.com/p/BO9zo_bgBSJ/ "
153,829709956186255361,2017-02-09 15:14:03,#Vitebsk #museum #art #textile #VSTU #design #tapestry #weaving #handmade https://www.instagram.com/p/BQS6RG2g5CK/ 
154,832179876320964608,2017-02-16 10:48:38,Ламповый Политех :3 #vstu #art #university #harrypotter #howlsmovingcastle #sweet https://www.instagram.com/p/BQkddMcj6GZ/ 
155,834878740039667712,2017-02-23 21:32:57,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BQ3owfygGWo/ 
156,834879647498256385,2017-02-23 21:36:33,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BQ3pK5ZAnzS/ 
157,834880540155203584,2017-02-23 21:40:06,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BQ3pk6ZA6Y4/ 
158,834882902982811648,2017-02-23 21:49:30,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BQ3qprvAunB/ 
159,834883185880281088,2017-02-23 21:50:37,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BQ3qx-dAhr6/ 
160,834883780091457536,2017-02-23 21:52:59,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BQ3rDPkA8Ai/ 
161,834884345185910786,2017-02-23 21:55:13,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BQ3rTqoAxus/ 
162,841626217493151745,2017-03-14 12:25:01,День третий. Творчество в универе. #art #drawing #university #vstu #политех #girl #eyes #spring… https://www.instagram.com/p/BRnlJ-Lhlc7/ 
163,844845536947552256,2017-03-23 09:37:27,"Погода радует
#Vitebsk #VSTU #girl #girls #fun #smile #me #heart #cute #picoftheday #beautiful… https://www.instagram.com/p/BR-dIRDFSP6/ "
164,844961814043475968,2017-03-23 17:19:29,#Vitebsk #VSTU #girl #girls #fun #smile #me #heart #cute #picoftheday #beautiful #photooftheday… https://www.instagram.com/p/BR_SAnVhEUv/ 
165,857330825427341312,2017-04-26 20:29:31,#airdar #mint #spring #green #мята #vstu #vsco #design #весна #свежесть #зеленый #illustration… https://www.instagram.com/p/BTXKyGMDh9T/ 
166,863451176645341184,2017-05-13 17:49:37,"Когда ты в движении, то это круто
.
.
.
.
.
.
.
.
.
.
#волгоград #vlg #vstu #фтпп #ВолгГТУ… https://www.instagram.com/p/BUCp_5UAeAg/ "
167,864237609538793472,2017-05-15 21:54:37,#InstaTags4Likes #print #designer #university #VSTU #Vitebsk #study #f4f #followme #l4l #artist… https://www.instagram.com/p/BUIPoEVjUxV/ 
